@timestamp,kpi_indicator,events_per_min
1611906489,online_purchases,65
1611906549,online_purchases,108
1611906609,online_purchases,77
1611906669,online_purchases,114
1611906729,online_purchases,115
1611906789,online_purchases,82
1611906849,online_purchases,99
1611906909,online_purchases,104
1611906969,online_purchases,86
1611907029,online_purchases,103
1611907089,online_purchases,108
1611907149,online_purchases,101
1611907209,online_purchases,105
1611907269,online_purchases,101
1611907329,online_purchases,73
1611907389,online_purchases,99
1611907449,online_purchases,103
1611907509,online_purchases,128
1611907569,online_purchases,139
1611907629,online_purchases,120
1611907689,online_purchases,119
1611907749,online_purchases,99
1611907809,online_purchases,145
1611907869,online_purchases,125
1611907929,online_purchases,99
1611907989,online_purchases,133
1611908049,online_purchases,153
1611908109,online_purchases,101
1611908169,online_purchases,119
1611908229,online_purchases,122
1611908289,online_purchases,112
1611908349,online_purchases,144
1611908409,online_purchases,104
1611908469,online_purchases,125
1611908529,online_purchases,138
1611908589,online_purchases,126
1611908649,online_purchases,157
1611908709,online_purchases,101
1611908769,online_purchases,130
1611908829,online_purchases,102
1611908889,online_purchases,178
1611908949,online_purchases,118
1611909009,online_purchases,124
1611909069,online_purchases,136
1611909129,online_purchases,154
1611909189,online_purchases,152
1611909249,online_purchases,121
1611909309,online_purchases,131
1611909369,online_purchases,153
1611909429,online_purchases,130
1611909489,online_purchases,165
1611909549,online_purchases,141
1611909609,online_purchases,161
1611909669,online_purchases,104
1611909729,online_purchases,165
1611909789,online_purchases,175
1611909849,online_purchases,145
1611909909,online_purchases,155
1611909969,online_purchases,147
1611910029,online_purchases,158
1611910089,online_purchases,162
1611910149,online_purchases,144
1611910209,online_purchases,143
1611910269,online_purchases,171
1611910329,online_purchases,170
1611910389,online_purchases,164
1611910449,online_purchases,175
1611910509,online_purchases,139
1611910569,online_purchases,163
1611910629,online_purchases,197
1611910689,online_purchases,163
1611910749,online_purchases,189
1611910809,online_purchases,166
1611910869,online_purchases,123
1611910929,online_purchases,211
1611910989,online_purchases,125
1611911049,online_purchases,181
1611911109,online_purchases,153
1611911169,online_purchases,200
1611911229,online_purchases,171
1611911289,online_purchases,164
1611911349,online_purchases,183
1611911409,online_purchases,211
1611911469,online_purchases,179
1611911529,online_purchases,214
1611911589,online_purchases,226
1611911649,online_purchases,176
1611911709,online_purchases,197
1611911769,online_purchases,191
1611911829,online_purchases,175
1611911889,online_purchases,214
1611911949,online_purchases,187
1611912009,online_purchases,196
1611912069,online_purchases,186
1611912129,online_purchases,222
1611912189,online_purchases,239
1611912249,online_purchases,228
1611912309,online_purchases,205
1611912369,online_purchases,175
1611912429,online_purchases,211
1611912489,online_purchases,214
1611912549,online_purchases,217
1611912609,online_purchases,230
1611912669,online_purchases,219
1611912729,online_purchases,197
1611912789,online_purchases,225
1611912849,online_purchases,249
1611912909,online_purchases,254
1611912969,online_purchases,240
1611913029,online_purchases,227
1611913089,online_purchases,215
1611913149,online_purchases,267
1611913209,online_purchases,219
1611913269,online_purchases,190
1611913329,online_purchases,223
1611913389,online_purchases,255
1611913449,online_purchases,280
1611913509,online_purchases,269
1611913569,online_purchases,296
1611913629,online_purchases,287
1611913689,online_purchases,268
1611913749,online_purchases,310
1611913809,online_purchases,247
1611913869,online_purchases,266
1611913929,online_purchases,241
1611913989,online_purchases,271
1611914049,online_purchases,246
1611914109,online_purchases,230
1611914169,online_purchases,243
1611914229,online_purchases,243
1611914289,online_purchases,225
1611914349,online_purchases,269
1611914409,online_purchases,256
1611914469,online_purchases,267
1611914529,online_purchases,242
1611914589,online_purchases,259
1611914649,online_purchases,252
1611914709,online_purchases,259
1611914769,online_purchases,257
1611914829,online_purchases,315
1611914889,online_purchases,267
1611914949,online_purchases,273
1611915009,online_purchases,281
1611915069,online_purchases,320
1611915129,online_purchases,283
1611915189,online_purchases,294
1611915249,online_purchases,316
1611915309,online_purchases,313
1611915369,online_purchases,326
1611915429,online_purchases,303
1611915489,online_purchases,335
1611915549,online_purchases,265
1611915609,online_purchases,313
1611915669,online_purchases,339
1611915729,online_purchases,323
1611915789,online_purchases,324
1611915849,online_purchases,295
1611915909,online_purchases,267
1611915969,online_purchases,262
1611916029,online_purchases,247
1611916089,online_purchases,334
1611916149,online_purchases,330
1611916209,online_purchases,276
1611916269,online_purchases,326
1611916329,online_purchases,270
1611916389,online_purchases,340
1611916449,online_purchases,308
1611916509,online_purchases,355
1611916569,online_purchases,306
1611916629,online_purchases,341
1611916689,online_purchases,380
1611916749,online_purchases,350
1611916809,online_purchases,292
1611916869,online_purchases,335
1611916929,online_purchases,319
1611916989,online_purchases,371
1611917049,online_purchases,418
1611917109,online_purchases,326
1611917169,online_purchases,321
1611917229,online_purchases,338
1611917289,online_purchases,284
1611917349,online_purchases,335
1611917409,online_purchases,313
1611917469,online_purchases,371
1611917529,online_purchases,325
1611917589,online_purchases,376
1611917649,online_purchases,330
1611917709,online_purchases,367
1611917769,online_purchases,324
1611917829,online_purchases,382
1611917889,online_purchases,323
1611917949,online_purchases,370
1611918009,online_purchases,347
1611918069,online_purchases,374
1611918129,online_purchases,323
1611918189,online_purchases,380
1611918249,online_purchases,365
1611918309,online_purchases,369
1611918369,online_purchases,395
1611918429,online_purchases,370
1611918489,online_purchases,345
1611918549,online_purchases,376
1611918609,online_purchases,407
1611918669,online_purchases,348
1611918729,online_purchases,365
1611918789,online_purchases,372
1611918849,online_purchases,386
1611918909,online_purchases,392
1611918969,online_purchases,383
1611919029,online_purchases,428
1611919089,online_purchases,342
1611919149,online_purchases,418
1611919209,online_purchases,431
1611919269,online_purchases,430
1611919329,online_purchases,352
1611919389,online_purchases,389
1611919449,online_purchases,355
1611919509,online_purchases,436
1611919569,online_purchases,448
1611919629,online_purchases,340
1611919689,online_purchases,393
1611919749,online_purchases,461
1611919809,online_purchases,383
1611919869,online_purchases,423
1611919929,online_purchases,425
1611919989,online_purchases,426
1611920049,online_purchases,445
1611920109,online_purchases,421
1611920169,online_purchases,414
1611920229,online_purchases,397
1611920289,online_purchases,510
1611920349,online_purchases,391
1611920409,online_purchases,388
1611920469,online_purchases,441
1611920529,online_purchases,449
1611920589,online_purchases,452
1611920649,online_purchases,466
1611920709,online_purchases,364
1611920769,online_purchases,417
1611920829,online_purchases,367
1611920889,online_purchases,449
1611920949,online_purchases,474
1611921009,online_purchases,378
1611921069,online_purchases,377
1611921129,online_purchases,398
1611921189,online_purchases,439
1611921249,online_purchases,394
1611921309,online_purchases,432
1611921369,online_purchases,454
1611921429,online_purchases,449
1611921489,online_purchases,460
1611921549,online_purchases,419
1611921609,online_purchases,398
1611921669,online_purchases,389
1611921729,online_purchases,419
1611921789,online_purchases,356
1611921849,online_purchases,387
1611921909,online_purchases,405
1611921969,online_purchases,387
1611922029,online_purchases,378
1611922089,online_purchases,412
1611922149,online_purchases,444
1611922209,online_purchases,399
1611922269,online_purchases,436
1611922329,online_purchases,429
1611922389,online_purchases,451
1611922449,online_purchases,358
1611922509,online_purchases,450
1611922569,online_purchases,449
1611922629,online_purchases,414
1611922689,online_purchases,475
1611922749,online_purchases,442
1611922809,online_purchases,384
1611922869,online_purchases,458
1611922929,online_purchases,439
1611922989,online_purchases,437
1611923049,online_purchases,390
1611923109,online_purchases,465
1611923169,online_purchases,421
1611923229,online_purchases,406
1611923289,online_purchases,396
1611923349,online_purchases,401
1611923409,online_purchases,382
1611923469,online_purchases,408
1611923529,online_purchases,443
1611923589,online_purchases,448
1611923649,online_purchases,420
1611923709,online_purchases,421
1611923769,online_purchases,440
1611923829,online_purchases,502
1611923889,online_purchases,484
1611923949,online_purchases,439
1611924009,online_purchases,418
1611924069,online_purchases,432
1611924129,online_purchases,401
1611924189,online_purchases,383
1611924249,online_purchases,370
1611924309,online_purchases,400
1611924369,online_purchases,462
1611924429,online_purchases,472
1611924489,online_purchases,429
1611924549,online_purchases,365
1611924609,online_purchases,429
1611924669,online_purchases,419
1611924729,online_purchases,425
1611924789,online_purchases,397
1611924849,online_purchases,401
1611924909,online_purchases,421
1611924969,online_purchases,503
1611925029,online_purchases,456
1611925089,online_purchases,416
1611925149,online_purchases,442
1611925209,online_purchases,431
1611925269,online_purchases,387
1611925329,online_purchases,513
1611925389,online_purchases,373
1611925449,online_purchases,410
1611925509,online_purchases,445
1611925569,online_purchases,440
1611925629,online_purchases,453
1611925689,online_purchases,530
1611925749,online_purchases,482
1611925809,online_purchases,413
1611925869,online_purchases,441
1611925929,online_purchases,464
1611925989,online_purchases,454
1611926049,online_purchases,423
1611926109,online_purchases,486
1611926169,online_purchases,416
1611926229,online_purchases,408
1611926289,online_purchases,487
1611926349,online_purchases,402
1611926409,online_purchases,501
1611926469,online_purchases,378
1611926529,online_purchases,387
1611926589,online_purchases,472
1611926649,online_purchases,498
1611926709,online_purchases,488
1611926769,online_purchases,441
1611926829,online_purchases,444
1611926889,online_purchases,467
1611926949,online_purchases,391
1611927009,online_purchases,470
1611927069,online_purchases,514
1611927129,online_purchases,458
1611927189,online_purchases,491
1611927249,online_purchases,419
1611927309,online_purchases,466
1611927369,online_purchases,431
1611927429,online_purchases,511
1611927489,online_purchases,430
1611927549,online_purchases,435
1611927609,online_purchases,444
1611927669,online_purchases,440
1611927729,online_purchases,438
1611927789,online_purchases,494
1611927849,online_purchases,406
1611927909,online_purchases,421
1611927969,online_purchases,468
1611928029,online_purchases,484
1611928089,online_purchases,502
1611928149,online_purchases,454
1611928209,online_purchases,449
1611928269,online_purchases,406
1611928329,online_purchases,433
1611928389,online_purchases,399
1611928449,online_purchases,433
1611928509,online_purchases,449
1611928569,online_purchases,365
1611928629,online_purchases,478
1611928689,online_purchases,479
1611928749,online_purchases,445
1611928809,online_purchases,451
1611928869,online_purchases,416
1611928929,online_purchases,479
1611928989,online_purchases,474
1611929049,online_purchases,445
1611929109,online_purchases,396
1611929169,online_purchases,485
1611929229,online_purchases,425
1611929289,online_purchases,434
1611929349,online_purchases,423
1611929409,online_purchases,420
1611929469,online_purchases,428
1611929529,online_purchases,442
1611929589,online_purchases,442
1611929649,online_purchases,416
1611929709,online_purchases,403
1611929769,online_purchases,464
1611929829,online_purchases,448
1611929889,online_purchases,464
1611929949,online_purchases,422
1611930009,online_purchases,467
1611930069,online_purchases,419
1611930129,online_purchases,382
1611930189,online_purchases,448
1611930249,online_purchases,434
1611930309,online_purchases,442
1611930369,online_purchases,492
1611930429,online_purchases,477
1611930489,online_purchases,399
1611930549,online_purchases,495
1611930609,online_purchases,430
1611930669,online_purchases,494
1611930729,online_purchases,492
1611930789,online_purchases,441
1611930849,online_purchases,419
1611930909,online_purchases,423
1611930969,online_purchases,479
1611931029,online_purchases,489
1611931089,online_purchases,458
1611931149,online_purchases,401
1611931209,online_purchases,464
1611931269,online_purchases,401
1611931329,online_purchases,469
1611931389,online_purchases,449
1611931449,online_purchases,424
1611931509,online_purchases,428
1611931569,online_purchases,474
1611931629,online_purchases,413
1611931689,online_purchases,542
1611931749,online_purchases,483
1611931809,online_purchases,440
1611931869,online_purchases,458
1611931929,online_purchases,440
1611931989,online_purchases,507
1611932049,online_purchases,353
1611932109,online_purchases,504
1611932169,online_purchases,439
1611932229,online_purchases,489
1611932289,online_purchases,471
1611932349,online_purchases,404
1611932409,online_purchases,424
1611932469,online_purchases,442
1611932529,online_purchases,416
1611932589,online_purchases,454
1611932649,online_purchases,539
1611932709,online_purchases,465
1611932769,online_purchases,491
1611932829,online_purchases,494
1611932889,online_purchases,430
1611932949,online_purchases,447
1611933009,online_purchases,496
1611933069,online_purchases,493
1611933129,online_purchases,481
1611933189,online_purchases,447
1611933249,online_purchases,410
1611933309,online_purchases,438
1611933369,online_purchases,452
1611933429,online_purchases,412
1611933489,online_purchases,462
1611933549,online_purchases,523
1611933609,online_purchases,407
1611933669,online_purchases,438
1611933729,online_purchases,451
1611933789,online_purchases,437
1611933849,online_purchases,453
1611933909,online_purchases,530
1611933969,online_purchases,426
1611934029,online_purchases,373
1611934089,online_purchases,413
1611934149,online_purchases,418
1611934209,online_purchases,418
1611934269,online_purchases,418
1611934329,online_purchases,516
1611934389,online_purchases,432
1611934449,online_purchases,442
1611934509,online_purchases,462
1611934569,online_purchases,486
1611934629,online_purchases,427
1611934689,online_purchases,472
1611934749,online_purchases,398
1611934809,online_purchases,381
1611934869,online_purchases,416
1611934929,online_purchases,440
1611934989,online_purchases,449
1611935049,online_purchases,464
1611935109,online_purchases,434
1611935169,online_purchases,469
1611935229,online_purchases,405
1611935289,online_purchases,484
1611935349,online_purchases,462
1611935409,online_purchases,472
1611935469,online_purchases,472
1611935529,online_purchases,448
1611935589,online_purchases,457
1611935649,online_purchases,344
1611935709,online_purchases,364
1611935769,online_purchases,428
1611935829,online_purchases,409
1611935889,online_purchases,422
1611935949,online_purchases,391
1611936009,online_purchases,432
1611936069,online_purchases,440
1611936129,online_purchases,417
1611936189,online_purchases,421
1611936249,online_purchases,429
1611936309,online_purchases,403
1611936369,online_purchases,410
1611936429,online_purchases,407
1611936489,online_purchases,490
1611936549,online_purchases,393
1611936609,online_purchases,447
1611936669,online_purchases,412
1611936729,online_purchases,446
1611936789,online_purchases,453
1611936849,online_purchases,416
1611936909,online_purchases,364
1611936969,online_purchases,425
1611937029,online_purchases,489
1611937089,online_purchases,421
1611937149,online_purchases,445
1611937209,online_purchases,436
1611937269,online_purchases,378
1611937329,online_purchases,396
1611937389,online_purchases,406
1611937449,online_purchases,424
1611937509,online_purchases,432
1611937569,online_purchases,426
1611937629,online_purchases,494
1611937689,online_purchases,386
1611937749,online_purchases,444
1611937809,online_purchases,403
1611937869,online_purchases,389
1611937929,online_purchases,421
1611937989,online_purchases,412
1611938049,online_purchases,408
1611938109,online_purchases,366
1611938169,online_purchases,425
1611938229,online_purchases,478
1611938289,online_purchases,425
1611938349,online_purchases,436
1611938409,online_purchases,424
1611938469,online_purchases,380
1611938529,online_purchases,450
1611938589,online_purchases,483
1611938649,online_purchases,352
1611938709,online_purchases,321
1611938769,online_purchases,431
1611938829,online_purchases,366
1611938889,online_purchases,416
1611938949,online_purchases,390
1611939009,online_purchases,421
1611939069,online_purchases,392
1611939129,online_purchases,419
1611939189,online_purchases,464
1611939249,online_purchases,393
1611939309,online_purchases,394
1611939369,online_purchases,328
1611939429,online_purchases,433
1611939489,online_purchases,457
1611939549,online_purchases,428
1611939609,online_purchases,400
1611939669,online_purchases,412
1611939729,online_purchases,355
1611939789,online_purchases,345
1611939849,online_purchases,392
1611939909,online_purchases,361
1611939969,online_purchases,449
1611940029,online_purchases,395
1611940089,online_purchases,416
1611940149,online_purchases,402
1611940209,online_purchases,384
1611940269,online_purchases,442
1611940329,online_purchases,361
1611940389,online_purchases,423
1611940449,online_purchases,412
1611940509,online_purchases,416
1611940569,online_purchases,412
1611940629,online_purchases,383
1611940689,online_purchases,405
1611940749,online_purchases,419
1611940809,online_purchases,429
1611940869,online_purchases,464
1611940929,online_purchases,383
1611940989,online_purchases,442
1611941049,online_purchases,409
1611941109,online_purchases,415
1611941169,online_purchases,440
1611941229,online_purchases,426
1611941289,online_purchases,448
1611941349,online_purchases,383
1611941409,online_purchases,390
1611941469,online_purchases,399
1611941529,online_purchases,468
1611941589,online_purchases,371
1611941649,online_purchases,389
1611941709,online_purchases,447
1611941769,online_purchases,392
1611941829,online_purchases,401
1611941889,online_purchases,403
1611941949,online_purchases,431
1611942009,online_purchases,379
1611942069,online_purchases,387
1611942129,online_purchases,408
1611942189,online_purchases,347
1611942249,online_purchases,349
1611942309,online_purchases,468
1611942369,online_purchases,360
1611942429,online_purchases,412
1611942489,online_purchases,443
1611942549,online_purchases,435
1611942609,online_purchases,383
1611942669,online_purchases,444
1611942729,online_purchases,384
1611942789,online_purchases,387
1611942849,online_purchases,443
1611942909,online_purchases,366
1611942969,online_purchases,336
1611943029,online_purchases,406
1611943089,online_purchases,362
1611943149,online_purchases,398
1611943209,online_purchases,421
1611943269,online_purchases,437
1611943329,online_purchases,362
1611943389,online_purchases,356
1611943449,online_purchases,414
1611943509,online_purchases,400
1611943569,online_purchases,400
1611943629,online_purchases,441
1611943689,online_purchases,391
1611943749,online_purchases,368
1611943809,online_purchases,427
1611943869,online_purchases,370
1611943929,online_purchases,386
1611943989,online_purchases,369
1611944049,online_purchases,409
1611944109,online_purchases,408
1611944169,online_purchases,438
1611944229,online_purchases,437
1611944289,online_purchases,348
1611944349,online_purchases,397
1611944409,online_purchases,385
1611944469,online_purchases,308
1611944529,online_purchases,347
1611944589,online_purchases,382
1611944649,online_purchases,360
1611944709,online_purchases,390
1611944769,online_purchases,367
1611944829,online_purchases,375
1611944889,online_purchases,416
1611944949,online_purchases,383
1611945009,online_purchases,341
1611945069,online_purchases,370
1611945129,online_purchases,375
1611945189,online_purchases,397
1611945249,online_purchases,395
1611945309,online_purchases,368
1611945369,online_purchases,378
1611945429,online_purchases,387
1611945489,online_purchases,371
1611945549,online_purchases,359
1611945609,online_purchases,361
1611945669,online_purchases,395
1611945729,online_purchases,364
1611945789,online_purchases,381
1611945849,online_purchases,382
1611945909,online_purchases,362
1611945969,online_purchases,324
1611946029,online_purchases,431
1611946089,online_purchases,380
1611946149,online_purchases,313
1611946209,online_purchases,408
1611946269,online_purchases,300
1611946329,online_purchases,386
1611946389,online_purchases,344
1611946449,online_purchases,378
1611946509,online_purchases,346
1611946569,online_purchases,361
1611946629,online_purchases,381
1611946689,online_purchases,410
1611946749,online_purchases,365
1611946809,online_purchases,393
1611946869,online_purchases,336
1611946929,online_purchases,393
1611946989,online_purchases,371
1611947049,online_purchases,343
1611947109,online_purchases,306
1611947169,online_purchases,381
1611947229,online_purchases,374
1611947289,online_purchases,327
1611947349,online_purchases,319
1611947409,online_purchases,314
1611947469,online_purchases,366
1611947529,online_purchases,299
1611947589,online_purchases,357
1611947649,online_purchases,419
1611947709,online_purchases,361
1611947769,online_purchases,354
1611947829,online_purchases,404
1611947889,online_purchases,367
1611947949,online_purchases,332
1611948009,online_purchases,332
1611948069,online_purchases,375
1611948129,online_purchases,354
1611948189,online_purchases,336
1611948249,online_purchases,399
1611948309,online_purchases,354
1611948369,online_purchases,406
1611948429,online_purchases,355
1611948489,online_purchases,303
1611948549,online_purchases,324
1611948609,online_purchases,346
1611948669,online_purchases,355
1611948729,online_purchases,350
1611948789,online_purchases,412
1611948849,online_purchases,314
1611948909,online_purchases,293
1611948969,online_purchases,358
1611949029,online_purchases,335
1611949089,online_purchases,366
1611949149,online_purchases,369
1611949209,online_purchases,343
1611949269,online_purchases,339
1611949329,online_purchases,271
1611949389,online_purchases,320
1611949449,online_purchases,324
1611949509,online_purchases,360
1611949569,online_purchases,301
1611949629,online_purchases,355
1611949689,online_purchases,385
1611949749,online_purchases,387
1611949809,online_purchases,362
1611949869,online_purchases,366
1611949929,online_purchases,353
1611949989,online_purchases,365
1611950049,online_purchases,375
1611950109,online_purchases,302
1611950169,online_purchases,360
1611950229,online_purchases,335
1611950289,online_purchases,356
1611950349,online_purchases,382
1611950409,online_purchases,375
1611950469,online_purchases,335
1611950529,online_purchases,381
1611950589,online_purchases,368
1611950649,online_purchases,334
1611950709,online_purchases,341
1611950769,online_purchases,318
1611950829,online_purchases,325
1611950889,online_purchases,358
1611950949,online_purchases,353
1611951009,online_purchases,389
1611951069,online_purchases,386
1611951129,online_purchases,383
1611951189,online_purchases,354
1611951249,online_purchases,375
1611951309,online_purchases,388
1611951369,online_purchases,412
1611951429,online_purchases,302
1611951489,online_purchases,368
1611951549,online_purchases,348
1611951609,online_purchases,294
1611951669,online_purchases,351
1611951729,online_purchases,410
1611951789,online_purchases,299
1611951849,online_purchases,343
1611951909,online_purchases,381
1611951969,online_purchases,399
1611952029,online_purchases,369
1611952089,online_purchases,338
1611952149,online_purchases,405
1611952209,online_purchases,350
1611952269,online_purchases,381
1611952329,online_purchases,380
1611952389,online_purchases,405
1611952449,online_purchases,430
1611952509,online_purchases,394
1611952569,online_purchases,358
1611952629,online_purchases,353
1611952689,online_purchases,332
1611952749,online_purchases,353
1611952809,online_purchases,342
1611952869,online_purchases,312
1611952929,online_purchases,345
1611952989,online_purchases,336
1611953049,online_purchases,327
1611953109,online_purchases,360
1611953169,online_purchases,324
1611953229,online_purchases,362
1611953289,online_purchases,391
1611953349,online_purchases,322
1611953409,online_purchases,328
1611953469,online_purchases,319
1611953529,online_purchases,361
1611953589,online_purchases,380
1611953649,online_purchases,390
1611953709,online_purchases,323
1611953769,online_purchases,308
1611953829,online_purchases,390
1611953889,online_purchases,392
1611953949,online_purchases,329
1611954009,online_purchases,288
1611954069,online_purchases,275
1611954129,online_purchases,328
1611954189,online_purchases,333
1611954249,online_purchases,331
1611954309,online_purchases,376
1611954369,online_purchases,295
1611954429,online_purchases,357
1611954489,online_purchases,334
1611954549,online_purchases,341
1611954609,online_purchases,345
1611954669,online_purchases,303
1611954729,online_purchases,343
1611954789,online_purchases,302
1611954849,online_purchases,313
1611954909,online_purchases,357
1611954969,online_purchases,339
1611955029,online_purchases,350
1611955089,online_purchases,396
1611955149,online_purchases,373
1611955209,online_purchases,325
1611955269,online_purchases,426
1611955329,online_purchases,342
1611955389,online_purchases,328
1611955449,online_purchases,304
1611955509,online_purchases,367
1611955569,online_purchases,295
1611955629,online_purchases,358
1611955689,online_purchases,376
1611955749,online_purchases,299
1611955809,online_purchases,327
1611955869,online_purchases,326
1611955929,online_purchases,285
1611955989,online_purchases,350
1611956049,online_purchases,412
1611956109,online_purchases,349
1611956169,online_purchases,321
1611956229,online_purchases,349
1611956289,online_purchases,363
1611956349,online_purchases,324
1611956409,online_purchases,348
1611956469,online_purchases,351
1611956529,online_purchases,380
1611956589,online_purchases,344
1611956649,online_purchases,383
1611956709,online_purchases,376
1611956769,online_purchases,338
1611956829,online_purchases,329
1611956889,online_purchases,342
1611956949,online_purchases,334
1611957009,online_purchases,392
1611957069,online_purchases,349
1611957129,online_purchases,329
1611957189,online_purchases,373
1611957249,online_purchases,319
1611957309,online_purchases,366
1611957369,online_purchases,319
1611957429,online_purchases,375
1611957489,online_purchases,329
1611957549,online_purchases,361
1611957609,online_purchases,364
1611957669,online_purchases,323
1611957729,online_purchases,320
1611957789,online_purchases,390
1611957849,online_purchases,373
1611957909,online_purchases,304
1611957969,online_purchases,337
1611958029,online_purchases,384
1611958089,online_purchases,346
1611958149,online_purchases,369
1611958209,online_purchases,313
1611958269,online_purchases,336
1611958329,online_purchases,323
1611958389,online_purchases,353
1611958449,online_purchases,343
1611958509,online_purchases,392
1611958569,online_purchases,330
1611958629,online_purchases,359
1611958689,online_purchases,356
1611958749,online_purchases,359
1611958809,online_purchases,310
1611958869,online_purchases,411
1611958929,online_purchases,321
1611958989,online_purchases,326
1611959049,online_purchases,271
1611959109,online_purchases,338
1611959169,online_purchases,320
1611959229,online_purchases,318
1611959289,online_purchases,374
1611959349,online_purchases,382
1611959409,online_purchases,360
1611959469,online_purchases,346
1611959529,online_purchases,359
1611959589,online_purchases,399
1611959649,online_purchases,395
1611959709,online_purchases,326
1611959769,online_purchases,372
1611959829,online_purchases,375
1611959889,online_purchases,319
1611959949,online_purchases,361
1611960009,online_purchases,326
1611960069,online_purchases,311
1611960129,online_purchases,290
1611960189,online_purchases,344
1611960249,online_purchases,358
1611960309,online_purchases,316
1611960369,online_purchases,360
1611960429,online_purchases,356
1611960489,online_purchases,338
1611960549,online_purchases,377
1611960609,online_purchases,341
1611960669,online_purchases,352
1611960729,online_purchases,380
1611960789,online_purchases,305
1611960849,online_purchases,340
1611960909,online_purchases,275
1611960969,online_purchases,328
1611961029,online_purchases,353
1611961089,online_purchases,346
1611961149,online_purchases,324
1611961209,online_purchases,311
1611961269,online_purchases,337
1611961329,online_purchases,385
1611961389,online_purchases,336
1611961449,online_purchases,339
1611961509,online_purchases,320
1611961569,online_purchases,249
1611961629,online_purchases,276
1611961689,online_purchases,308
1611961749,online_purchases,358
1611961809,online_purchases,317
1611961869,online_purchases,291
1611961929,online_purchases,336
1611961989,online_purchases,305
1611962049,online_purchases,333
1611962109,online_purchases,330
1611962169,online_purchases,260
1611962229,online_purchases,303
1611962289,online_purchases,328
1611962349,online_purchases,292
1611962409,online_purchases,293
1611962469,online_purchases,365
1611962529,online_purchases,343
1611962589,online_purchases,332
1611962649,online_purchases,344
1611962709,online_purchases,310
1611962769,online_purchases,269
1611962829,online_purchases,313
1611962889,online_purchases,308
